Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
sd_H_AU45_r	157	-0.0328625	0.437455	-0.0452096	0.397639	-0.075122	-0.434418	-0.06	0.05374	0.613181	0.568832	0.426308	-0.690029	0.294904	51.9491
mean_H_AU45_r	158	-0.133278	0.449282	-0.155445	0.403483	-0.296646	-1.31766	-0.15	0.235657	2.68888	2.44556	1.4507	-1.36071	0.345214	45.4254
md_H_AU45_r	159	-0.158724	0.424275	-0.16943	0.387225	-0.374106	-1.67352	-0.15	0.305011	3.48022	3.60119	2.33012	-1.60929	0.381959	42.4346
skew_H_AU45_r	160	-0.00241503	0.338989	-0.00688059	0.315421	-0.00712422	0.00187508	-0.05	0.00399419	0.0455743	0.317111	0.31191	-0.790904	0.272489	52.7057
kurtosis_H_AU45_r	161	-0.00621088	0.311931	-0.0108459	0.2914	-0.0199111	-0.0608827	-0.03	0.0185185	0.211299	0.380565	0.342777	-0.901917	0.26068	52.2415
min_M_AU45_r	162	0.0293187	0.500804	0.0215715	0.450666	0.0585433	0.248566	0.05	0.0461147	0.526176	0.523773	0.391885	0.456268	0.292984	51.0516
max_M_AU45_r	163	0.0793021	0.501012	0.0800926	0.461012	0.158284	0.707548	0.05	0.12382	1.4128	1.10316	0.735184	0.350866	0.291551	51.7635
sd_M_AU45_r	164	-0.00495457	0.498796	-0.00922791	0.452368	-0.00993305	-0.0820383	-0.05	0.0453885	0.51789	0.519608	0.391209	-0.151491	0.289928	50.2495
mean_M_AU45_r	165	-0.0834881	0.472716	-0.103661	0.436219	-0.176614	-0.80672	-0.07	0.180102	2.05499	1.70027	0.939038	-0.711972	0.310332	48.1612
md_M_AU45_r	166	-0.110356	0.479021	-0.132103	0.446834	-0.230379	-0.993258	-0.09	0.211329	2.41129	2.09974	1.19665	-0.827054	0.32304	48.0653
skew_M_AU45_r	167	0.109022	0.400796	0.107434	0.37337	0.272015	1.18326	0.05	0.207335	2.36572	2.04588	1.18229	0.63598	0.311549	51.0516
kurtosis_M_AU45_r	168	0.10151	0.386011	0.0973396	0.35885	0.262972	1.14343	0.08	0.208061	2.37401	2.05561	1.18229	0.506006	0.305295	51.2468
