Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
max_H_AU45_r	156	-0.0872162	0.530643	-0.105592	0.486485	-0.16436	-0.707645	-0.06	0.132171	1.42633	1.11415	0.661443	-0.171144	0.277024	51.0629
sd_H_AU45_r	157	-0.0935302	0.485854	-0.102418	0.445471	-0.192507	-0.894633	-0.09	0.148874	1.60658	1.26702	0.720061	-0.315417	0.290784	51.545
mean_H_AU45_r	158	-0.085388	0.359086	-0.0810908	0.332125	-0.237793	-1.08162	-0.08	0.176471	1.90439	1.54622	0.865558	-0.81285	0.305855	47.4105
md_H_AU45_r	159	-0.0792	0.405605	-0.0666726	0.376916	-0.195264	-0.832321	-0.05	0.151416	1.63401	1.29134	0.728786	-0.912428	0.299166	48.995
skew_H_AU45_r	160	-0.0368379	0.502542	-0.0424753	0.461839	-0.0733031	-0.300295	-0.06	0.0472041	0.509404	0.515366	0.413908	0.0322537	0.275748	51.6765
kurtosis_H_AU45_r	161	-0.0313255	0.410036	-0.0369964	0.376913	-0.0763971	-0.278982	-0.04	0.0689906	0.744513	0.641526	0.441523	-0.0483282	0.27879	51.3815
min_M_AU45_r	162	-0.042621	0.516817	-0.0428985	0.473074	-0.0824684	-0.352889	-0.08	0.0791576	0.854231	0.706663	0.472201	-0.972411	0.281782	52.4439
max_M_AU45_r	163	0.00474036	0.505846	0.00634943	0.458436	0.00937115	0.0384592	0.07	0.00580973	0.0626958	0.323302	0.315477	0.0795408	0.29556	51.2296
sd_M_AU45_r	164	-0.00264419	0.536238	0.013511	0.492834	-0.004931	-0.0707789	0.04	0.0087146	0.0940437	0.334853	0.322929	0.147228	0.285262	51.174
mean_M_AU45_r	165	-0.0364148	0.468133	-0.0315889	0.432362	-0.0777874	-0.391009	-0.07	0.0355846	0.384012	0.455331	0.39139	-0.121912	0.284109	51.1986
md_M_AU45_r	166	-0.0433677	0.468763	-0.0364315	0.432127	-0.0925154	-0.465465	-0.06	0.0758896	0.818964	0.685283	0.467144	0.00858291	0.293672	51.0475
skew_M_AU45_r	167	0.00816697	0.409767	0.00786395	0.369285	0.0199308	0.170555	0.12	0.0374001	0.403604	0.464387	0.39139	-0.262661	0.292998	51.3934
kurtosis_M_AU45_r	168	0.0174558	0.444146	0.0162095	0.402024	0.0393021	0.230684	0.07	0.0392157	0.423197	0.473563	0.39139	-0.105444	0.292458	51.4357
