time,pitch,int
1.009,--undefined--,43.691
1.010,--undefined--,43.811
1.011,--undefined--,43.947
1.012,--undefined--,44.095
1.013,--undefined--,44.251
1.014,--undefined--,44.409
1.015,--undefined--,44.559
1.016,--undefined--,44.694
1.017,--undefined--,44.807
1.018,--undefined--,44.889
1.019,--undefined--,44.936
1.020,--undefined--,44.941
1.021,--undefined--,44.902
1.022,--undefined--,44.818
1.023,--undefined--,44.686
1.024,--undefined--,44.508
1.025,--undefined--,44.286
1.026,--undefined--,44.023
1.027,--undefined--,43.724
1.028,--undefined--,43.395
1.029,--undefined--,43.038
1.030,--undefined--,42.675
1.031,--undefined--,42.313
1.032,--undefined--,41.962
1.033,--undefined--,41.632
1.034,--undefined--,41.332
1.035,--undefined--,41.069
1.036,--undefined--,40.847
1.037,--undefined--,40.664
1.038,--undefined--,40.517
1.039,--undefined--,40.400
1.040,--undefined--,40.308
1.041,--undefined--,40.235
1.042,--undefined--,40.173
1.043,--undefined--,40.120
1.044,--undefined--,40.070
1.045,--undefined--,40.024
1.046,--undefined--,39.980
1.047,--undefined--,39.941
1.048,--undefined--,39.907
1.049,--undefined--,39.881
1.050,--undefined--,39.866
1.051,--undefined--,39.864
1.052,--undefined--,39.877
1.053,--undefined--,39.905
1.054,--undefined--,39.949
1.055,--undefined--,40.006
1.056,--undefined--,40.074
1.057,--undefined--,40.149
1.058,--undefined--,40.226
1.059,--undefined--,40.302
1.060,--undefined--,40.368
1.061,--undefined--,40.421
1.062,--undefined--,40.456
1.063,--undefined--,40.471
1.064,--undefined--,40.464
1.065,--undefined--,40.435
1.066,--undefined--,40.384
1.067,--undefined--,40.317
1.068,--undefined--,40.238
1.069,--undefined--,40.153
1.070,--undefined--,40.075
1.071,--undefined--,40.015
1.072,--undefined--,39.983
1.073,--undefined--,39.991
1.074,--undefined--,40.046
1.075,--undefined--,40.153
1.076,--undefined--,40.310
1.077,--undefined--,40.513
1.078,--undefined--,40.752
1.079,--undefined--,41.020
1.080,--undefined--,41.296
1.081,--undefined--,41.568
1.082,--undefined--,41.828
1.083,--undefined--,42.064
1.084,--undefined--,42.270
1.085,--undefined--,42.438
1.086,--undefined--,42.564
1.087,--undefined--,42.644
1.088,--undefined--,42.675
1.089,--undefined--,42.656
1.090,--undefined--,42.586
1.091,--undefined--,42.466
1.092,--undefined--,42.298
1.093,--undefined--,42.084
1.094,--undefined--,41.830
1.095,--undefined--,41.540
1.096,--undefined--,41.223
1.097,--undefined--,40.890
1.098,--undefined--,40.554
1.099,--undefined--,40.222
1.100,--undefined--,39.921
1.101,--undefined--,39.662
1.102,--undefined--,39.456
1.103,--undefined--,39.311
1.104,--undefined--,39.229
1.105,--undefined--,39.207
1.106,--undefined--,39.238
1.107,--undefined--,39.315
1.108,--undefined--,39.429
1.109,--undefined--,39.576
1.110,--undefined--,39.746
1.111,--undefined--,39.939
1.112,--undefined--,40.154
1.113,--undefined--,40.393
1.114,--undefined--,40.655
1.115,--undefined--,40.941
1.116,--undefined--,41.247
1.117,--undefined--,41.569
1.118,--undefined--,41.902
1.119,--undefined--,42.243
1.120,--undefined--,42.574
1.121,--undefined--,42.888
1.122,--undefined--,43.179
1.123,--undefined--,43.440
1.124,--undefined--,43.665
1.125,--undefined--,43.848
1.126,--undefined--,43.985
1.127,--undefined--,44.073
1.128,--undefined--,44.109
1.129,--undefined--,44.091
1.130,--undefined--,44.018
1.131,--undefined--,43.892
1.132,--undefined--,43.712
1.133,--undefined--,43.481
1.134,--undefined--,43.200
1.135,--undefined--,42.875
1.136,--undefined--,42.510
1.137,--undefined--,42.112
1.138,--undefined--,41.693
1.139,--undefined--,41.254
1.140,--undefined--,40.826
1.141,--undefined--,40.421
1.142,--undefined--,40.054
1.143,--undefined--,39.743
1.144,--undefined--,39.500
1.145,--undefined--,39.335
1.146,--undefined--,39.247
1.147,--undefined--,39.233
1.148,--undefined--,39.279
1.149,--undefined--,39.377
1.150,--undefined--,39.506
1.151,--undefined--,39.656
1.152,--undefined--,39.814
1.153,--undefined--,39.972
1.154,--undefined--,40.123
1.155,--undefined--,40.263
1.156,--undefined--,40.388
1.157,--undefined--,40.496
1.158,--undefined--,40.584
1.159,--undefined--,40.654
1.160,--undefined--,40.701
1.161,--undefined--,40.725
1.162,--undefined--,40.727
1.163,--undefined--,40.705
1.164,--undefined--,40.659
1.165,--undefined--,40.592
1.166,--undefined--,40.507
1.167,--undefined--,40.411
1.168,--undefined--,40.315
1.169,--undefined--,40.235
1.170,--undefined--,40.200
1.171,--undefined--,40.240
1.172,--undefined--,40.388
1.173,--undefined--,40.674
1.174,--undefined--,41.115
1.175,--undefined--,41.706
1.176,--undefined--,42.423
1.177,--undefined--,43.234
1.178,--undefined--,44.099
1.179,--undefined--,45.007
1.180,--undefined--,45.898
1.181,--undefined--,46.763
1.182,--undefined--,47.596
1.183,--undefined--,48.390
1.184,--undefined--,49.142
1.185,--undefined--,49.850
1.186,--undefined--,50.518
1.187,--undefined--,51.145
1.188,--undefined--,51.733
1.189,--undefined--,52.298
1.190,--undefined--,52.821
1.191,--undefined--,53.310
1.192,--undefined--,53.769
1.193,--undefined--,54.199
1.194,--undefined--,54.600
1.195,--undefined--,54.972
1.196,--undefined--,55.313
1.197,--undefined--,55.623
1.198,--undefined--,55.901
1.199,--undefined--,56.150
1.200,--undefined--,56.360
1.201,--undefined--,56.535
1.202,--undefined--,56.675
1.203,--undefined--,56.781
1.204,--undefined--,56.854
1.205,--undefined--,56.895
1.206,--undefined--,56.906
1.207,--undefined--,56.888
1.208,--undefined--,56.846
1.209,--undefined--,56.779
1.210,--undefined--,56.693
1.211,--undefined--,56.590
1.212,--undefined--,56.471
1.213,--undefined--,56.339
1.214,--undefined--,56.194
1.215,226.452,56.039
1.216,226.440,55.873
1.217,226.421,55.697
1.218,226.394,55.512
1.219,226.357,55.313
1.220,226.307,55.109
1.221,226.239,54.899
1.222,226.145,54.683
1.223,226.013,54.463
1.224,221.953,54.242
1.225,220.612,54.022
1.226,220.440,53.806
1.227,220.279,53.595
1.228,220.128,53.393
1.229,219.986,53.197
1.230,219.849,53.013
1.231,219.712,52.841
1.232,219.570,52.678
1.233,219.416,52.524
1.234,219.239,52.378
1.235,219.033,52.239
1.236,218.785,52.107
1.237,218.494,51.980
1.238,218.207,51.857
1.239,217.973,51.737
1.240,217.797,51.624
1.241,217.669,51.515
1.242,217.590,51.411
1.243,217.594,51.312
1.244,217.775,51.218
1.245,218.010,51.129
1.246,218.180,51.048
1.247,218.291,50.975
1.248,218.365,50.911
1.249,218.413,50.859
1.250,218.443,50.822
1.251,218.458,50.802
1.252,218.462,50.802
1.253,218.459,50.825
1.254,218.450,50.874
1.255,--undefined--,50.952
1.256,--undefined--,51.059
1.257,--undefined--,51.198
1.258,--undefined--,51.368
1.259,--undefined--,51.573
1.260,--undefined--,51.805
1.261,--undefined--,52.063
1.262,--undefined--,52.346
1.263,--undefined--,52.650
1.264,--undefined--,52.970
1.265,--undefined--,53.304
1.266,--undefined--,53.646
1.267,--undefined--,53.993
1.268,--undefined--,54.340
1.269,--undefined--,54.692
1.270,--undefined--,55.034
1.271,--undefined--,55.366
1.272,--undefined--,55.691
1.273,--undefined--,56.007
1.274,--undefined--,56.315
1.275,--undefined--,56.614
1.276,--undefined--,56.908
1.277,--undefined--,57.197
1.278,--undefined--,57.483
1.279,--undefined--,57.773
1.280,--undefined--,58.060
1.281,--undefined--,58.347
1.282,--undefined--,58.636
1.283,--undefined--,58.926
1.284,--undefined--,59.218
1.285,--undefined--,59.511
1.286,--undefined--,59.803
1.287,--undefined--,60.092
1.288,--undefined--,60.376
1.289,--undefined--,60.661
1.290,--undefined--,60.934
1.291,--undefined--,61.197
1.292,--undefined--,61.450
1.293,--undefined--,61.693
1.294,--undefined--,61.925
1.295,--undefined--,62.146
1.296,--undefined--,62.356
1.297,--undefined--,62.554
1.298,--undefined--,62.742
1.299,--undefined--,62.922
1.300,--undefined--,63.088
1.301,--undefined--,63.243
1.302,--undefined--,63.388
1.303,--undefined--,63.523
1.304,--undefined--,63.647
1.305,--undefined--,63.761
1.306,--undefined--,63.864
1.307,--undefined--,63.957
1.308,--undefined--,64.038
1.309,--undefined--,64.110
1.310,--undefined--,64.169
1.311,--undefined--,64.217
1.312,--undefined--,64.254
1.313,--undefined--,64.280
1.314,--undefined--,64.297
1.315,--undefined--,64.304
1.316,--undefined--,64.303
1.317,--undefined--,64.293
1.318,--undefined--,64.276
1.319,--undefined--,64.251
1.320,--undefined--,64.221
1.321,--undefined--,64.184
1.322,--undefined--,64.141
1.323,--undefined--,64.091
1.324,--undefined--,64.034
1.325,--undefined--,63.970
1.326,--undefined--,63.897
1.327,--undefined--,63.815
1.328,--undefined--,63.722
1.329,--undefined--,63.617
1.330,--undefined--,63.500
1.331,--undefined--,63.373
1.332,--undefined--,63.232
1.333,--undefined--,63.078
1.334,--undefined--,62.911
1.335,--undefined--,62.731
1.336,--undefined--,62.538
1.337,--undefined--,62.332
1.338,--undefined--,62.115
1.339,--undefined--,61.882
1.340,--undefined--,61.641
1.341,--undefined--,61.391
1.342,--undefined--,61.130
1.343,--undefined--,60.860
1.344,--undefined--,60.581
1.345,--undefined--,60.294
1.346,--undefined--,59.998
1.347,--undefined--,59.695
1.348,--undefined--,59.385
1.349,--undefined--,59.062
1.350,--undefined--,58.739
1.351,--undefined--,58.413
1.352,--undefined--,58.085
1.353,--undefined--,57.756
1.354,--undefined--,57.430
1.355,--undefined--,57.109
1.356,--undefined--,56.795
1.357,--undefined--,56.493
1.358,--undefined--,56.205
1.359,--undefined--,55.929
1.360,--undefined--,55.678
1.361,--undefined--,55.449
1.362,--undefined--,55.243
1.363,--undefined--,55.060
1.364,--undefined--,54.899
1.365,--undefined--,54.759
1.366,--undefined--,54.639
1.367,--undefined--,54.535
1.368,--undefined--,54.445
1.369,--undefined--,54.366
1.370,--undefined--,54.297
1.371,--undefined--,54.238
1.372,--undefined--,54.186
1.373,--undefined--,54.142
1.374,--undefined--,54.105
1.375,--undefined--,54.076
1.376,--undefined--,54.056
1.377,--undefined--,54.046
1.378,--undefined--,54.048
1.379,--undefined--,54.063
1.380,--undefined--,54.092
1.381,--undefined--,54.137
1.382,--undefined--,54.199
1.383,--undefined--,54.277
1.384,--undefined--,54.373
1.385,--undefined--,54.487
1.386,--undefined--,54.617
1.387,--undefined--,54.765
1.388,--undefined--,54.927
1.389,--undefined--,55.109
1.390,--undefined--,55.302
1.391,--undefined--,55.507
1.392,--undefined--,55.725
1.393,--undefined--,55.954
1.394,--undefined--,56.196
1.395,--undefined--,56.450
1.396,--undefined--,56.717
1.397,--undefined--,56.998
1.398,--undefined--,57.293
1.399,--undefined--,57.612
1.400,--undefined--,57.942
1.401,--undefined--,58.287
1.402,--undefined--,58.649
1.403,--undefined--,59.025
1.404,--undefined--,59.413
1.405,--undefined--,59.812
1.406,--undefined--,60.217
1.407,--undefined--,60.627
1.408,--undefined--,61.037
1.409,--undefined--,61.453
1.410,--undefined--,61.859
1.411,--undefined--,62.257
1.412,--undefined--,62.648
1.413,--undefined--,63.032
1.414,--undefined--,63.408
1.415,--undefined--,63.778
1.416,--undefined--,64.143
1.417,--undefined--,64.504
1.418,--undefined--,64.862
1.419,--undefined--,65.227
1.420,--undefined--,65.585
1.421,--undefined--,65.941
1.422,--undefined--,66.295
1.423,--undefined--,66.646
1.424,--undefined--,66.992
1.425,--undefined--,67.329
1.426,--undefined--,67.656
1.427,--undefined--,67.969
1.428,--undefined--,68.264
1.429,--undefined--,68.546
1.430,--undefined--,68.802
1.431,--undefined--,69.034
1.432,--undefined--,69.243
1.433,--undefined--,69.428
1.434,--undefined--,69.590
1.435,--undefined--,69.729
1.436,--undefined--,69.848
1.437,--undefined--,69.948
1.438,--undefined--,70.031
1.439,--undefined--,70.102
1.440,--undefined--,70.160
1.441,--undefined--,70.210
1.442,--undefined--,70.254
1.443,--undefined--,70.294
1.444,--undefined--,70.332
1.445,--undefined--,70.369
1.446,--undefined--,70.407
1.447,--undefined--,70.445
1.448,--undefined--,70.484
1.449,--undefined--,70.523
1.450,--undefined--,70.562
1.451,--undefined--,70.600
1.452,--undefined--,70.637
1.453,--undefined--,70.671
1.454,--undefined--,70.704
1.455,--undefined--,70.734
1.456,--undefined--,70.762
1.457,--undefined--,70.788
1.458,--undefined--,70.810
1.459,--undefined--,70.830
1.460,--undefined--,70.846
1.461,--undefined--,70.857
1.462,--undefined--,70.862
1.463,--undefined--,70.859
1.464,--undefined--,70.847
1.465,--undefined--,70.823
1.466,--undefined--,70.786
1.467,--undefined--,70.734
1.468,--undefined--,70.665
1.469,--undefined--,70.576
1.470,--undefined--,70.469
1.471,--undefined--,70.344
1.472,--undefined--,70.201
1.473,--undefined--,70.041
1.474,--undefined--,69.865
1.475,--undefined--,69.677
1.476,--undefined--,69.479
1.477,--undefined--,69.276
1.478,--undefined--,69.071
1.479,--undefined--,68.864
1.480,--undefined--,68.665
1.481,--undefined--,68.475
1.482,--undefined--,68.295
1.483,--undefined--,68.124
1.484,--undefined--,67.963
1.485,--undefined--,67.808
1.486,--undefined--,67.657
1.487,--undefined--,67.506
1.488,--undefined--,67.350
1.489,--undefined--,67.183
1.490,--undefined--,67.005
1.491,--undefined--,66.812
1.492,--undefined--,66.598
1.493,--undefined--,66.362
1.494,--undefined--,66.099
1.495,--undefined--,65.810
1.496,--undefined--,65.491
1.497,--undefined--,65.141
1.498,--undefined--,64.760
1.499,--undefined--,64.336
1.500,--undefined--,63.886
1.501,--undefined--,63.403
1.502,--undefined--,62.885
1.503,--undefined--,62.331
1.504,--undefined--,61.742
1.505,--undefined--,61.117
1.506,--undefined--,60.455
1.507,--undefined--,59.756
1.508,--undefined--,59.023
1.509,--undefined--,58.238
1.510,--undefined--,57.432
1.511,--undefined--,56.601
1.512,--undefined--,55.747
1.513,--undefined--,54.878
1.514,--undefined--,54.009
1.515,--undefined--,53.157
1.516,--undefined--,52.349
1.517,--undefined--,51.614
1.518,--undefined--,50.989
1.519,--undefined--,50.496
1.520,--undefined--,50.176
1.521,--undefined--,50.027
1.522,--undefined--,50.031
1.523,--undefined--,50.162
1.524,--undefined--,50.386
1.525,--undefined--,50.670
1.526,--undefined--,50.986
1.527,--undefined--,51.313
1.528,--undefined--,51.636
1.529,--undefined--,51.950
1.530,--undefined--,52.238
1.531,--undefined--,52.500
1.532,--undefined--,52.736
1.533,--undefined--,52.946
1.534,--undefined--,53.130
1.535,--undefined--,53.290
1.536,--undefined--,53.429
1.537,--undefined--,53.549
1.538,--undefined--,53.652
1.539,--undefined--,53.744
1.540,--undefined--,53.822
1.541,--undefined--,53.890
1.542,--undefined--,53.948
1.543,--undefined--,53.999
1.544,--undefined--,54.040
1.545,--undefined--,54.073
1.546,--undefined--,54.095
1.547,--undefined--,54.106
1.548,--undefined--,54.103
1.549,--undefined--,54.086
1.550,--undefined--,54.053
1.551,--undefined--,54.005
1.552,--undefined--,53.940
1.553,--undefined--,53.860
1.554,178.386,53.764
1.555,178.387,53.654
1.556,178.387,53.533
1.557,178.386,53.403
1.558,178.383,53.267
1.559,178.378,53.124
1.560,178.372,52.984
1.561,178.363,52.848
1.562,178.352,52.719
1.563,176.582,52.600
1.564,176.042,52.491
1.565,176.029,52.396
1.566,176.017,52.316
1.567,176.008,52.249
1.568,175.999,52.196
1.569,175.992,52.155
1.570,175.987,52.127
1.571,175.982,52.109
1.572,175.978,52.100
1.573,175.975,52.099
1.574,175.972,52.104
1.575,175.969,52.114
1.576,174.242,52.128
1.577,173.722,52.146
1.578,173.715,52.168
1.579,173.706,52.193
1.580,173.694,52.220
1.581,173.677,52.250
1.582,173.657,52.282
1.583,173.630,52.315
1.584,173.595,52.348
1.585,173.551,52.381
1.586,173.493,52.411
1.587,173.418,52.438
1.588,173.320,52.461
1.589,173.189,52.477
1.590,171.742,52.486
1.591,171.266,52.487
1.592,171.211,52.479
1.593,171.171,52.462
1.594,171.145,52.437
1.595,171.131,52.404
1.596,171.128,52.363
1.597,171.134,52.317
1.598,171.149,52.266
1.599,171.170,52.210
1.600,171.196,52.153
1.601,171.226,52.095
1.602,171.259,52.036
1.603,171.293,51.977
1.604,171.330,51.919
1.605,171.367,51.861
1.606,171.406,51.804
1.607,171.448,51.747
1.608,171.494,51.691
1.609,171.547,51.635
1.610,171.612,51.581
1.611,171.701,51.530
1.612,171.824,51.480
1.613,171.975,51.433
1.614,172.117,51.390
1.615,172.228,51.350
1.616,172.310,51.314
1.617,172.371,51.283
1.618,172.417,51.256
1.619,172.452,51.232
1.620,172.479,51.212
1.621,172.500,51.196
1.622,172.515,51.183
1.623,172.526,51.174
1.624,172.534,51.169
1.625,172.538,51.168
1.626,172.539,51.171
1.627,172.537,51.178
1.628,172.532,51.190
1.629,172.525,51.206
1.630,172.514,51.225
1.631,171.181,51.244
1.632,170.760,51.263
1.633,170.727,51.277
1.634,170.690,51.283
1.635,170.649,51.279
1.636,170.604,51.259
1.637,170.554,51.219
1.638,170.501,51.157
1.639,170.444,51.066
1.640,170.386,50.946
1.641,170.328,50.794
1.642,170.272,50.607
1.643,170.218,50.384
1.644,170.169,50.122
1.645,170.125,49.822
1.646,170.088,49.483
1.647,170.057,49.106
1.648,170.035,48.694
1.649,170.021,48.237
1.650,170.019,47.757
1.651,170.030,47.253
1.652,170.060,46.728
1.653,170.114,46.189
1.654,170.207,45.645
1.655,--undefined--,45.104
1.656,--undefined--,44.574
1.657,--undefined--,44.066
1.658,--undefined--,43.585
1.659,--undefined--,43.129
1.660,--undefined--,42.717
1.661,--undefined--,42.343
1.662,--undefined--,42.003
1.663,--undefined--,41.691
1.664,--undefined--,41.404
1.665,--undefined--,41.134
1.666,--undefined--,40.879
1.667,--undefined--,40.635
1.668,--undefined--,40.402
1.669,--undefined--,40.178
1.670,--undefined--,39.973
1.671,--undefined--,39.792
1.672,--undefined--,39.640
1.673,--undefined--,39.523
1.674,--undefined--,39.447
1.675,--undefined--,39.415
1.676,--undefined--,39.428
1.677,--undefined--,39.483
1.678,--undefined--,39.578
1.679,--undefined--,39.709
1.680,--undefined--,39.867
1.681,--undefined--,40.045
1.682,--undefined--,40.241
1.683,--undefined--,40.449
1.684,--undefined--,40.668
1.685,--undefined--,40.896
1.686,--undefined--,41.130
1.687,--undefined--,41.371
1.688,--undefined--,41.617
1.689,--undefined--,41.872
1.690,--undefined--,42.125
1.691,--undefined--,42.376
1.692,--undefined--,42.625
1.693,--undefined--,42.867
1.694,--undefined--,43.101
1.695,--undefined--,43.324
1.696,--undefined--,43.533
1.697,--undefined--,43.727
1.698,--undefined--,43.904
1.699,--undefined--,44.068
1.700,--undefined--,44.213
1.701,--undefined--,44.343
1.702,--undefined--,44.461
1.703,--undefined--,44.570
1.704,--undefined--,44.674
1.705,--undefined--,44.777
1.706,--undefined--,44.882
1.707,--undefined--,44.994
1.708,--undefined--,45.113
1.709,--undefined--,45.245
1.710,--undefined--,45.383
1.711,--undefined--,45.527
1.712,--undefined--,45.674
1.713,--undefined--,45.818
1.714,--undefined--,45.955
1.715,--undefined--,46.077
1.716,--undefined--,46.179
1.717,--undefined--,46.255
1.718,--undefined--,46.300
1.719,--undefined--,46.311
1.720,--undefined--,46.284
1.721,--undefined--,46.220
1.722,--undefined--,46.119
1.723,--undefined--,45.986
1.724,--undefined--,45.828
1.725,--undefined--,45.658
1.726,--undefined--,45.492
1.727,--undefined--,45.354
1.728,--undefined--,45.273
1.729,--undefined--,45.279
1.730,--undefined--,45.397
1.731,--undefined--,45.640
1.732,--undefined--,46.006
1.733,--undefined--,46.479
1.734,--undefined--,47.029
1.735,--undefined--,47.626
1.736,--undefined--,48.242
1.737,--undefined--,48.851
1.738,--undefined--,49.434
1.739,--undefined--,49.990
1.740,662.003,50.489
1.741,661.485,50.932
1.742,660.937,51.319
1.743,688.183,51.647
1.744,696.164,51.917
1.745,695.962,52.130
1.746,695.817,52.288
1.747,695.716,52.396
1.748,--undefined--,52.459
1.749,--undefined--,52.482
1.750,--undefined--,52.475
1.751,--undefined--,52.448
1.752,--undefined--,52.412
1.753,--undefined--,52.380
1.754,--undefined--,52.363
1.755,--undefined--,52.371
1.756,--undefined--,52.412
1.757,--undefined--,52.488
1.758,--undefined--,52.598
1.759,--undefined--,52.740
1.760,--undefined--,52.900
1.761,--undefined--,53.070
1.762,--undefined--,53.239
1.763,--undefined--,53.400
1.764,--undefined--,53.544
1.765,--undefined--,53.666
1.766,693.355,53.764
1.767,693.218,53.835
1.768,693.071,53.880
1.769,692.960,53.903
1.770,692.889,53.906
1.771,692.857,53.894
1.772,692.869,53.875
1.773,692.928,53.854
1.774,693.043,53.840
1.775,693.218,53.841
1.776,693.469,53.865
1.777,693.807,53.922
1.778,694.242,54.021
1.779,694.787,54.177
1.780,695.444,54.392
1.781,696.213,54.673
1.782,697.084,55.024
1.783,698.045,55.444
1.784,699.112,55.925
1.785,--undefined--,56.454
1.786,--undefined--,57.017
1.787,--undefined--,57.597
1.788,--undefined--,58.178
1.789,--undefined--,58.757
1.790,--undefined--,59.302
1.791,--undefined--,59.806
1.792,--undefined--,60.267
1.793,--undefined--,60.676
1.794,--undefined--,61.031
1.795,--undefined--,61.327
1.796,--undefined--,61.563
1.797,--undefined--,61.738
1.798,--undefined--,61.852
1.799,--undefined--,61.907
1.800,--undefined--,61.902
1.801,--undefined--,61.843
1.802,--undefined--,61.734
1.803,--undefined--,61.583
1.804,--undefined--,61.398
1.805,--undefined--,61.190
1.806,--undefined--,60.974
1.807,--undefined--,60.764
1.808,--undefined--,60.579
1.809,--undefined--,60.431
1.810,--undefined--,60.339
1.811,--undefined--,60.308
1.812,--undefined--,60.336
1.813,--undefined--,60.415
1.814,--undefined--,60.534
1.815,--undefined--,60.676
1.816,--undefined--,60.825
1.817,--undefined--,60.964
1.818,--undefined--,61.082
1.819,--undefined--,61.167
1.820,--undefined--,61.208
1.821,--undefined--,61.201
1.822,--undefined--,61.141
1.823,--undefined--,61.024
1.824,--undefined--,60.850
1.825,--undefined--,60.616
1.826,--undefined--,60.323
1.827,--undefined--,59.972
1.828,587.144,59.565
1.829,585.768,59.093
1.830,584.284,58.577
1.831,583.051,58.021
1.832,581.979,57.427
1.833,581.037,56.806
1.834,580.202,56.171
1.835,579.479,55.535
1.836,578.857,54.915
1.837,578.324,54.327
1.838,577.869,53.790
1.839,577.491,53.308
1.840,577.183,52.910
1.841,--undefined--,52.596
1.842,218.593,52.365
1.843,218.715,52.214
1.844,218.879,52.136
1.845,219.053,52.123
1.846,219.259,52.165
1.847,221.638,52.253
1.848,222.499,52.374
1.849,222.712,52.523
1.850,222.945,52.684
1.851,223.247,52.849
1.852,225.236,53.011
1.853,226.070,53.162
1.854,226.368,53.297
1.855,226.647,53.412
1.856,226.950,53.505
1.857,227.374,53.576
1.858,228.917,53.627
1.859,229.786,53.659
1.860,230.266,53.678
1.861,230.739,53.690
1.862,231.374,53.699
1.863,232.999,53.715
1.864,234.389,53.742
1.865,236.626,53.785
1.866,241.198,53.847
1.867,246.393,53.928
1.868,247.848,54.027
1.869,248.189,54.141
1.870,248.593,54.262
1.871,251.054,54.382
1.872,251.948,54.495
1.873,252.165,54.595
1.874,252.371,54.676
1.875,252.576,54.731
1.876,252.800,54.758
1.877,253.062,54.751
1.878,253.410,54.710
1.879,254.048,54.631
1.880,255.588,54.515
1.881,256.420,54.362
1.882,256.866,54.173
1.883,257.263,53.948
1.884,257.675,53.689
1.885,258.128,53.400
1.886,258.679,53.082
1.887,259.423,52.739
1.888,260.379,52.376
1.889,261.292,51.988
1.890,262.100,51.596
1.891,262.887,51.199
1.892,263.709,50.802
1.893,264.594,50.411
1.894,265.736,50.031
1.895,267.038,49.666
1.896,268.050,49.322
1.897,268.868,49.001
1.898,269.834,48.707
1.899,273.164,48.436
1.900,274.908,48.202
1.901,278.587,48.002
1.902,280.481,47.836
1.903,284.275,47.706
1.904,285.930,47.612
1.905,286.584,47.556
1.906,287.448,47.535
1.907,289.633,47.548
1.908,290.673,47.591
1.909,291.153,47.660
1.910,291.565,47.748
1.911,291.960,47.846
1.912,292.366,47.950
1.913,292.828,48.050
1.914,293.627,48.141
1.915,296.786,48.216
1.916,298.098,48.271
1.917,298.569,48.300
1.918,299.018,48.303
1.919,299.537,48.274
1.920,300.546,48.216
1.921,302.330,48.128
1.922,303.203,48.012
1.923,303.710,47.870
1.924,--undefined--,47.706
1.925,--undefined--,47.526
1.926,--undefined--,47.334
1.927,--undefined--,47.138
1.928,--undefined--,46.945
1.929,--undefined--,46.757
1.930,--undefined--,46.588
1.931,--undefined--,46.439
1.932,--undefined--,46.313
1.933,--undefined--,46.210
1.934,--undefined--,46.128
1.935,--undefined--,46.064
1.936,--undefined--,46.013
1.937,--undefined--,45.971
1.938,--undefined--,45.930
1.939,--undefined--,45.884
1.940,--undefined--,45.831
1.941,--undefined--,45.766
1.942,--undefined--,45.685
1.943,--undefined--,45.587
1.944,--undefined--,45.469
1.945,--undefined--,45.330
1.946,--undefined--,45.170
1.947,--undefined--,44.990
1.948,--undefined--,44.790
1.949,--undefined--,44.565
1.950,--undefined--,44.325
1.951,--undefined--,44.070
1.952,--undefined--,43.801
1.953,--undefined--,43.522
1.954,--undefined--,43.236
1.955,--undefined--,42.951
1.956,--undefined--,42.673
1.957,--undefined--,42.413
1.958,--undefined--,42.182
1.959,--undefined--,41.986
1.960,--undefined--,41.844
1.961,--undefined--,41.763
1.962,--undefined--,41.745
1.963,--undefined--,41.790
1.964,--undefined--,41.894
1.965,--undefined--,42.045
1.966,--undefined--,42.233
1.967,--undefined--,42.443
1.968,--undefined--,42.663
1.969,--undefined--,42.885
1.970,--undefined--,43.091
1.971,--undefined--,43.276
1.972,--undefined--,43.436
1.973,--undefined--,43.567
1.974,--undefined--,43.666
1.975,--undefined--,43.731
1.976,--undefined--,43.763
1.977,--undefined--,43.763
1.978,--undefined--,43.732
1.979,--undefined--,43.670
1.980,--undefined--,43.583
1.981,--undefined--,43.474
1.982,--undefined--,43.346
1.983,--undefined--,43.202
1.984,--undefined--,43.049
1.985,--undefined--,42.889
1.986,--undefined--,42.728
1.987,--undefined--,42.572
1.988,--undefined--,42.426
1.989,--undefined--,42.295
1.990,--undefined--,42.192
1.991,--undefined--,42.122
1.992,--undefined--,42.093
1.993,--undefined--,42.112
1.994,--undefined--,42.184
1.995,--undefined--,42.313
1.996,--undefined--,42.497
1.997,--undefined--,42.732
1.998,--undefined--,43.007
1.999,--undefined--,43.321
2.000,--undefined--,43.647
2.001,--undefined--,43.976
2.002,--undefined--,44.298
2.003,--undefined--,44.601
2.004,--undefined--,44.875
2.005,--undefined--,45.112
2.006,--undefined--,45.307
2.007,--undefined--,45.453
2.008,--undefined--,45.547
2.009,--undefined--,45.586
2.010,--undefined--,45.566
2.011,--undefined--,45.488
2.012,--undefined--,45.352
2.013,--undefined--,45.160
2.014,--undefined--,44.915
2.015,--undefined--,44.623
2.016,--undefined--,44.293
2.017,--undefined--,43.938
2.018,--undefined--,43.577
2.019,--undefined--,43.226
2.020,--undefined--,42.926
2.021,--undefined--,42.701
2.022,--undefined--,42.573
2.023,--undefined--,42.557
2.024,--undefined--,42.651
2.025,--undefined--,42.839
2.026,--undefined--,43.096
2.027,--undefined--,43.395
2.028,--undefined--,43.706
2.029,--undefined--,44.015
2.030,--undefined--,44.292
2.031,--undefined--,44.528
2.032,--undefined--,44.717
2.033,--undefined--,44.852
2.034,--undefined--,44.931
2.035,--undefined--,44.952
2.036,--undefined--,44.916
2.037,--undefined--,44.822
2.038,--undefined--,44.675
2.039,--undefined--,44.472
2.040,--undefined--,44.225
2.041,--undefined--,43.939
2.042,--undefined--,43.620
2.043,--undefined--,43.277
2.044,--undefined--,42.921
2.045,--undefined--,42.564
